"","X","X.2","X.1","participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.experiment_type.to_s.downcase","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","shape","vowel","group","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"2101",2101,2515,5713,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:04:57 UTC","fixed","iamb","testing",31,NA,"e","iamb","sk-net",1,"sk-not",0,"sk-not","false",1984,"Ca","","","true","Male",TRUE,"iamb","e","iamb","skənet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2102",2102,2516,5714,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:05:19 UTC","fixed","iamb","testing",32,NA,"a","trochee","chak-p",3,"chak-pni",0,"chok-pni","true",1984,"Ca","","","true","Male",TRUE,"trochee","a","iamb","chakəp","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"2103",2103,2517,5715,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:05:39 UTC","fixed","iamb","testing",33,NA,"a","trochee","stam-ch",1,"stam-chni",0,"stam-chi","true",1984,"Ca","","","true","Male",TRUE,"trochee","a","iamb","staməch","","a",FALSE,"","",FALSE,FALSE
"2104",2104,2518,5716,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:05:52 UTC","fixed","iamb","testing",34,NA,"u","iamb","t-shuf",1,"t-shif",0,"te-shif","true",1984,"Ca","","","true","Male",TRUE,"iamb","u","iamb","təshuf","","u",FALSE,"","",FALSE,FALSE
"2105",2105,2519,5717,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:06:02 UTC","fixed","iamb","testing",35,NA,"a","trochee","sag-ch",1,"sag-chni",0,"sa-gosh","true",1984,"Ca","","","true","Male",TRUE,"trochee","a","iamb","sagəch","","a",FALSE,"","",FALSE,FALSE
"2106",2106,2520,5718,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:06:24 UTC","fixed","iamb","testing",36,NA,"a","iamb","st-sham",2,"st-shamni",0,"ste-shim","true",1984,"Ca","","","true","Male",TRUE,"iamb","a","iamb","stəsham","","a",FALSE,"","",FALSE,FALSE
"2107",2107,2521,5719,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:06:38 UTC","fixed","iamb","testing",37,NA,"e","iamb","k-shel",1,"k-shol",0,"ka-shol","true",1984,"Ca","","","true","Male",TRUE,"iamb","e","iamb","kəshel","","e",FALSE,"","",FALSE,FALSE
"2108",2108,2522,5720,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:06:45 UTC","fixed","iamb","testing",38,NA,"a","iamb","m-raf",1,"m-rafni",0,"ma-rif","true",1984,"Ca","","","true","Male",TRUE,"iamb","a","iamb","məraf","","a",FALSE,"","",FALSE,FALSE
"2109",2109,2523,5721,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:07:09 UTC","fixed","iamb","testing",39,NA,"e","iamb","t-gep",1,"t-gop",0,"ta-gapin","true",1984,"Ca","","","true","Male",TRUE,"iamb","e","iamb","təgep","","e",FALSE,"","",FALSE,FALSE
"2110",2110,2524,5722,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:07:31 UTC","fixed","iamb","testing",40,NA,"e","trochee","kref-m",2,"krof-m",0,"cre-fni","true",1984,"Ca","","","true","Male",TRUE,"trochee","e","iamb","krefəm","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"2111",2111,2525,5723,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:07:49 UTC","fixed","iamb","testing",41,NA,"u","iamb","dr-tup",1,"dr-tip",0,"dre-til","true",1984,"Ca","","","true","Male",TRUE,"iamb","u","iamb","drətup","","u",FALSE,"","",FALSE,FALSE
"2112",2112,2526,5724,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:07:56 UTC","fixed","iamb","testing",42,NA,"a","iamb","br-gam",1,"br-gamni",0,"re-gil","true",1984,"Ca","","","true","Male",TRUE,"iamb","a","iamb","brəgam","","a",FALSE,"","",FALSE,FALSE
"2113",2113,2527,5725,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:08:07 UTC","fixed","iamb","testing",43,NA,"u","trochee","gun-k",1,"gin-k",0,"gu-nok","true",1984,"Ca","","","true","Male",TRUE,"trochee","u","iamb","gunək","","u",FALSE,"","",FALSE,FALSE
"2114",2114,2528,5726,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:08:17 UTC","fixed","iamb","testing",44,NA,"e","trochee","kef-t",1,"kof-t",0,"ka-fni","true",1984,"Ca","","","true","Male",TRUE,"trochee","e","iamb","kefət","a","ea",FALSE,"a-","trochee",TRUE,FALSE
"2115",2115,2529,5727,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:08:26 UTC","fixed","iamb","testing",45,NA,"a","iamb","r-zal",1,"r-zalni",0,"ra-zil","true",1984,"Ca","","","true","Male",TRUE,"iamb","a","iamb","rəzal","","a",FALSE,"","",FALSE,FALSE
"2116",2116,2530,5728,"Larbide",762,"FBG761","2011-03-29 18:56:48 UTC","2011-03-29 19:08:36 UTC","fixed","iamb","testing",46,NA,"e","iamb","n-dep",1,"n-dop",0,"na-dope","true",1984,"Ca","","","true","Male",TRUE,"iamb","e","iamb","nədep","","e",FALSE,"","",FALSE,FALSE
"2117",2117,2531,5729,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:12:15 UTC","fixed","trochee","learning",1,NA,"u","trochee","must-p",1,"mist-p",1,"","false",1988,"Midwest","","n/a","true","Male",FALSE,"trochee","u","trochee","mustəp","","u",FALSE,"","",FALSE,FALSE
"2118",2118,2532,5730,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:12:25 UTC","fixed","trochee","learning",2,NA,"a","trochee","chak-p",1,"chak-pni",1,"","false",1988,"Midwest","","n/a","true","Male",FALSE,"trochee","a","trochee","chakəp","","a",FALSE,"","",FALSE,FALSE
"2119",2119,2533,5731,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:12:30 UTC","fixed","trochee","learning",3,NA,"e","trochee","kref-m",1,"krof-m",1,"","false",1988,"Midwest","","n/a","true","Male",FALSE,"trochee","e","trochee","krefəm","","e",FALSE,"","",FALSE,FALSE
"2120",2120,2534,5732,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:12:33 UTC","fixed","trochee","learning",4,NA,"e","trochee","kresh-k",1,"krosh-k",1,"","false",1988,"Midwest","","n/a","true","Male",FALSE,"trochee","e","trochee","kreshək","","e",FALSE,"","",FALSE,FALSE
"2121",2121,2535,5733,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:12:40 UTC","fixed","trochee","learning",5,NA,"a","iamb","s-sach",1,"s-sachni",1,"","false",1988,"Midwest","","n/a","true","Male",FALSE,"iamb","a","trochee","səsach","","a",FALSE,"","",FALSE,FALSE
"2122",2122,2536,5734,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:12:44 UTC","fixed","trochee","learning",6,NA,"a","iamb","t-kash",1,"t-kashni",1,"","false",1988,"Midwest","","n/a","true","Male",FALSE,"iamb","a","trochee","təkash","","a",FALSE,"","",FALSE,FALSE
"2123",2123,2537,5735,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:12:50 UTC","fixed","trochee","learning",7,NA,"u","trochee","zum-p",1,"zim-p",1,"","false",1988,"Midwest","","n/a","true","Male",FALSE,"trochee","u","trochee","zuməp","","u",FALSE,"","",FALSE,FALSE
"2124",2124,2538,5736,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:12:58 UTC","fixed","trochee","learning",8,NA,"u","trochee","gun-k",1,"gin-k",1,"","false",1988,"Midwest","","n/a","true","Male",FALSE,"trochee","u","trochee","gunək","","u",FALSE,"","",FALSE,FALSE
"2125",2125,2539,5737,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:13:11 UTC","fixed","trochee","learning",9,NA,"e","trochee","desh-f",1,"dosh-f",1,"dosh-f","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","e","trochee","deshəf","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"2126",2126,2540,5738,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:13:22 UTC","fixed","trochee","learning",10,NA,"a","trochee","mand-k",1,"mand-kni",1,"mand-kni","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","a","trochee","mandək","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2127",2127,2541,5739,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:13:31 UTC","fixed","trochee","learning",11,NA,"u","trochee","fun-l",1,"fin-l",1,"fin-l","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","u","trochee","funəl","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"2128",2128,2542,5740,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:13:39 UTC","fixed","trochee","learning",12,NA,"e","trochee","kef-t",1,"kof-t",1,"kof-t","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","e","trochee","kefət","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"2129",2129,2543,5741,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:13:49 UTC","fixed","trochee","learning",13,NA,"a","iamb","b-tak",1,"b-takni",1,"b-takni","true",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","a","trochee","bətak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2130",2130,2544,5742,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:13:59 UTC","fixed","trochee","learning",14,NA,"e","trochee","fren-p",1,"fron-p",1,"fron-p","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","e","trochee","frenəp","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"2131",2131,2545,5743,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:14:09 UTC","fixed","trochee","learning",15,NA,"u","trochee","prus-m",1,"pris-m",1,"pris-m","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","u","trochee","prusəm","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"2132",2132,2546,5744,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:14:22 UTC","fixed","trochee","learning",16,NA,"a","trochee","bal-d",1,"bal-dni",1,"bal-dni","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","a","trochee","baləd","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2133",2133,2547,5745,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:14:32 UTC","fixed","trochee","testing",17,NA,"a","iamb","ch-pak",1,"ch-pakni",0,"ch-pakni","false",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","a","trochee","chəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2134",2134,2548,5746,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:14:39 UTC","fixed","trochee","testing",18,NA,"a","iamb","br-gam",1,"br-gamni",0,"br-gamni","false",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","a","trochee","brəgam","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2135",2135,2549,5747,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:14:50 UTC","fixed","trochee","testing",19,NA,"u","trochee","fun-l",1,"fin-l",0,"fin-l","false",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","u","trochee","funəl","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"2136",2136,2550,5748,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:15:00 UTC","fixed","trochee","testing",20,NA,"u","trochee","bul-k",1,"bil-k",0,"bul-kni","false",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","u","trochee","bulək","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"2137",2137,2551,5749,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:15:06 UTC","fixed","trochee","testing",21,NA,"a","trochee","bal-d",1,"bal-dni",0,"bal-dni","false",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","a","trochee","baləd","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2138",2138,2552,5750,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:15:16 UTC","fixed","trochee","testing",22,NA,"e","iamb","m-pek",1,"m-pok",0,"m-pok","false",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","e","trochee","məpek","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2139",2139,2553,5751,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:15:25 UTC","fixed","trochee","testing",23,NA,"u","iamb","s-fup",1,"s-fip",0,"s-fupni","false",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","u","trochee","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"2140",2140,2554,5752,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:15:35 UTC","fixed","trochee","testing",24,NA,"a","iamb","t-kash",1,"t-kashni",0,"t-kashni","false",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","a","trochee","təkash","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2141",2141,2555,5753,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:15:44 UTC","fixed","trochee","testing",25,NA,"a","trochee","zant-m",1,"zant-mni",0,"zont-m","false",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","a","trochee","zantəm","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"2142",2142,2556,5754,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:15:50 UTC","fixed","trochee","testing",26,NA,"e","iamb","t-gep",1,"t-gop",0,"t-gop","false",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","e","trochee","təgep","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2143",2143,2557,5755,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:15:59 UTC","fixed","trochee","testing",27,NA,"e","iamb","b-ndef",1,"b-ndof",0,"b-ndefni","false",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","e","trochee","bəndef","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"2144",2144,2558,5756,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:16:05 UTC","fixed","trochee","testing",28,NA,"u","trochee","gun-k",1,"gin-k",0,"gon-k","false",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","u","trochee","gunək","o","uo",FALSE,"o-","trochee",TRUE,FALSE
"2145",2145,2559,5757,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:16:13 UTC","fixed","trochee","testing",29,NA,"e","iamb","pl-zek",1,"pl-zok",0,"pl-zok","false",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","e","trochee","pləzek","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2146",2146,2560,5758,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:16:23 UTC","fixed","trochee","testing",30,NA,"a","trochee","sag-ch",1,"sag-chni",0,"sag-chni","false",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","a","trochee","sagəch","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2147",2147,2561,5759,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:16:30 UTC","fixed","trochee","testing",31,NA,"e","trochee","kresh-k",1,"krosh-k",0,"krosh-k","false",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","e","trochee","kreshək","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"2148",2148,2562,5760,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:16:40 UTC","fixed","trochee","testing",32,NA,"a","trochee","fas-m",1,"fas-mni",0,"fos-mni","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","a","trochee","fasəm","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"2149",2149,2563,5761,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:16:47 UTC","fixed","trochee","testing",33,NA,"e","trochee","sef-k",1,"sof-k",0,"sof-k","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","e","trochee","sefək","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"2150",2150,2564,5762,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:17:07 UTC","fixed","trochee","testing",34,NA,"a","iamb","kr-nach",1,"kr-nachni",0,"k-nich","true",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","a","trochee","krənach","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"2151",2151,2565,5763,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:17:18 UTC","fixed","trochee","testing",35,NA,"u","trochee","kush-t",1,"kish-t",0,"kosh-k","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","u","trochee","kushət","o","uo",FALSE,"o-","trochee",TRUE,FALSE
"2152",2152,2566,5764,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:17:27 UTC","fixed","trochee","testing",36,NA,"u","iamb","dr-tup",1,"dr-tip",0,"drot-p","true",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","u","trochee","drətup","o","uo",FALSE,"o-","trochee",FALSE,FALSE
"2153",2153,2567,5765,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:17:33 UTC","fixed","trochee","testing",37,NA,"e","trochee","kef-t",1,"kof-t",0,"kof-t","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","e","trochee","kefət","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"2154",2154,2568,5766,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:17:44 UTC","fixed","trochee","testing",38,NA,"e","trochee","chedr-l",1,"chodr-l",0,"chid-l","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","e","trochee","chedrəl","i","ei",FALSE,"i-","trochee",TRUE,FALSE
"2155",2155,2569,5767,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:17:56 UTC","fixed","trochee","testing",39,NA,"u","iamb","g-sut",1,"g-sit",0,"g-sot","true",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","u","trochee","gəsut","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"2156",2156,2570,5768,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:18:05 UTC","fixed","trochee","testing",40,NA,"a","trochee","stam-ch",1,"stam-chni",0,"stom-chni","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","a","trochee","staməch","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"2157",2157,2571,5769,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:18:17 UTC","fixed","trochee","testing",41,NA,"u","trochee","sutr-f",1,"sitr-f",0,"sut-fni","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","u","trochee","sutrəf","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"2158",2158,2572,5770,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:18:24 UTC","fixed","trochee","testing",42,NA,"u","iamb","b-chuk",1,"b-chik",0,"b-chok","true",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","u","trochee","bəchuk","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"2159",2159,2573,5771,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:18:37 UTC","fixed","trochee","testing",43,NA,"a","iamb","r-zal",1,"r-zalni",0,"r-sil","true",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","a","trochee","rəzal","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"2160",2160,2574,5772,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:18:50 UTC","fixed","trochee","testing",44,NA,"e","trochee","zedr-m",1,"zodr-m",0,"zid-m","true",1988,"Midwest","","n/a","true","Male",TRUE,"trochee","e","trochee","zedrəm","i","ei",FALSE,"i-","trochee",TRUE,FALSE
"2161",2161,2575,5773,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:18:56 UTC","fixed","trochee","testing",45,NA,"e","iamb","n-dep",1,"n-dop",0,"n-dop","true",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","e","trochee","nədep","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2162",2162,2576,5774,"larvid",763,"VHZ762","2011-03-29 19:11:06 UTC","2011-03-29 19:19:06 UTC","fixed","trochee","testing",46,NA,"u","iamb","k-nul",1,"k-nil",0,"k-nol","true",1988,"Midwest","","n/a","true","Male",TRUE,"iamb","u","trochee","kənul","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"2163",2163,2577,5775,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:34:55 UTC","fixed","iamb","learning",1,NA,"a","trochee","mand-k",1,"mand-kni",1,"","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",FALSE,"trochee","a","iamb","mandək","","a",FALSE,"","",FALSE,FALSE
"2164",2164,2578,5776,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:35:02 UTC","fixed","iamb","learning",2,NA,"e","iamb","p-snem",1,"p-snom",1,"","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",FALSE,"iamb","e","iamb","pəsnem","","e",FALSE,"","",FALSE,FALSE
"2165",2165,2579,5777,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:35:07 UTC","fixed","iamb","learning",3,NA,"u","iamb","g-sut",1,"g-sit",1,"","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",FALSE,"iamb","u","iamb","gəsut","","u",FALSE,"","",FALSE,FALSE
"2166",2166,2580,5778,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:35:12 UTC","fixed","iamb","learning",4,NA,"e","iamb","m-pek",1,"m-pok",1,"","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",FALSE,"iamb","e","iamb","məpek","","e",FALSE,"","",FALSE,FALSE
"2167",2167,2581,5779,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:35:15 UTC","fixed","iamb","learning",5,NA,"u","iamb","kl-put",1,"kl-pit",1,"","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",FALSE,"iamb","u","iamb","kləput","","u",FALSE,"","",FALSE,FALSE
"2168",2168,2582,5780,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:35:19 UTC","fixed","iamb","learning",6,NA,"u","iamb","ch-mum",1,"ch-mim",1,"","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",FALSE,"iamb","u","iamb","chəmum","","u",FALSE,"","",FALSE,FALSE
"2169",2169,2583,5781,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:35:22 UTC","fixed","iamb","learning",7,NA,"a","iamb","dr-nap",1,"dr-napni",1,"","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",FALSE,"iamb","a","iamb","drənap","","a",FALSE,"","",FALSE,FALSE
"2170",2170,2584,5782,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:35:39 UTC","fixed","iamb","learning",8,NA,"a","trochee","katr-f",1,"katr-fni",1,"","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",FALSE,"trochee","a","iamb","katrəf","","a",FALSE,"","",FALSE,FALSE
"2171",2171,2585,5783,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:35:51 UTC","fixed","iamb","learning",9,NA,"e","iamb","k-zem",1,"k-zom",1,"k-zom","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","e","iamb","kəzem","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2172",2172,2586,5784,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:36:02 UTC","fixed","iamb","learning",10,NA,"a","iamb","shr-dad",1,"shr-dadni",1,"shr-dadni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","a","iamb","shrədad","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2173",2173,2587,5785,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:36:11 UTC","fixed","iamb","learning",11,NA,"u","iamb","p-dul",1,"p-dil",1,"p-dil","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","u","iamb","pədul","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"2174",2174,2588,5786,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:36:21 UTC","fixed","iamb","learning",12,NA,"a","trochee","rask-sh",1,"rask-shni",1,"rask-shni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","a","iamb","raskəsh","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2175",2175,2589,5787,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:36:30 UTC","fixed","iamb","learning",13,NA,"a","iamb","l-taf",1,"l-tafni",1,"l-tafni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","a","iamb","lətaf","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2176",2176,2590,5788,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:36:45 UTC","fixed","iamb","learning",14,NA,"u","iamb","shr-tuk",1,"shr-tik",1,"shr-tik","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","u","iamb","shrətuk","i","ui",TRUE,"-i","iamb",TRUE,TRUE
