"","X","X.2","X.1","participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.experiment_type.to_s.downcase","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","shape","vowel","group","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"81",81,449,3647,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:12 UTC","fixed","trochee","testing",35,NA,"u","iamb","dr-tup",1,"dr-tip",0,"d-tup","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","u","trochee","drətup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"82",82,450,3648,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:18 UTC","fixed","trochee","testing",36,NA,"a","iamb","ch-pak",1,"ch-pakni",0,"ch-pok","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","a","trochee","chəpak","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"83",83,451,3649,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:23 UTC","fixed","trochee","testing",37,NA,"e","iamb","n-dep",1,"n-dop",0,"n-dape","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","e","trochee","nədep","","e",FALSE,"","",FALSE,FALSE
"84",84,452,3650,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:32 UTC","fixed","trochee","testing",38,NA,"a","trochee","plak-t",1,"plak-tni",0,"pl-ockitni","true",1989,"New Jersey","","","true","Female",TRUE,"trochee","a","trochee","plakət","","a",FALSE,"","",FALSE,FALSE
"85",85,453,3651,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:37 UTC","fixed","trochee","testing",39,NA,"a","iamb","kr-nach",1,"kr-nachni",0,"cr-notchni","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","a","trochee","krənach","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"86",86,454,3652,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:42 UTC","fixed","trochee","testing",40,NA,"u","iamb","b-chuk",1,"b-chik",0,"b-chukni","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","u","trochee","bəchuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"87",87,455,3653,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:46 UTC","fixed","trochee","testing",41,NA,"e","iamb","pl-zek",1,"pl-zok",0,"pl-saicni","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","e","trochee","pləzek","","e",FALSE,"","",FALSE,FALSE
"88",88,456,3654,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:54 UTC","fixed","trochee","testing",42,NA,"a","trochee","katr-f",1,"katr-fni",0,"c-oprofni","true",1989,"New Jersey","","","true","Female",TRUE,"trochee","a","trochee","katrəf","","a",FALSE,"","",FALSE,FALSE
"89",89,457,3655,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:44:58 UTC","fixed","trochee","testing",43,NA,"a","iamb","dr-nap",1,"dr-napni",0,"dr-nopni","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","a","trochee","drənap","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"90",90,458,3656,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:45:02 UTC","fixed","trochee","testing",44,NA,"u","iamb","fr-kuf",1,"fr-kif",0,"fr-kufni","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","u","trochee","frəkuf","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"91",91,459,3657,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:45:09 UTC","fixed","trochee","testing",45,NA,"e","iamb","b-ndef",1,"b-ndof",0,"bel-dafni","true",1989,"New Jersey","","","true","Female",TRUE,"iamb","e","trochee","bəndef","","e",FALSE,"","",FALSE,FALSE
"92",92,460,3658,"larvid",691,"CGY690","2011-03-28 21:39:33 UTC","2011-03-28 21:45:15 UTC","fixed","trochee","testing",46,NA,"u","trochee","must-p",1,"mist-p",0,"m-ustipni","true",1989,"New Jersey","","","true","Female",TRUE,"trochee","u","trochee","mustəp","","u",FALSE,"","",FALSE,FALSE
"93",93,461,3659,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:05:52 UTC","fixed","iamb","learning",1,NA,"u","iamb","fr-kuf",1,"fr-kif",1,"","false",1985,"New England","","","true","Male",FALSE,"iamb","u","iamb","frəkuf","","u",FALSE,"","",FALSE,FALSE
"94",94,462,3660,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:05:56 UTC","fixed","iamb","learning",2,NA,"a","trochee","fas-m",1,"fas-mni",1,"","false",1985,"New England","","","true","Male",FALSE,"trochee","a","iamb","fasəm","","a",FALSE,"","",FALSE,FALSE
"95",95,463,3661,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:01 UTC","fixed","iamb","learning",3,NA,"e","iamb","st-fet",1,"st-fot",1,"","false",1985,"New England","","","true","Male",FALSE,"iamb","e","iamb","stəfet","","e",FALSE,"","",FALSE,FALSE
"96",96,464,3662,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:05 UTC","fixed","iamb","learning",4,NA,"u","iamb","ch-mum",1,"ch-mim",1,"","false",1985,"New England","","","true","Male",FALSE,"iamb","u","iamb","chəmum","","u",FALSE,"","",FALSE,FALSE
"97",97,465,3663,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:09 UTC","fixed","iamb","learning",5,NA,"a","trochee","past-f",1,"past-fni",1,"","false",1985,"New England","","","true","Male",FALSE,"trochee","a","iamb","pastəf","","a",FALSE,"","",FALSE,FALSE
"98",98,466,3664,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:13 UTC","fixed","iamb","learning",6,NA,"a","iamb","g-mat",1,"g-matni",1,"","false",1985,"New England","","","true","Male",FALSE,"iamb","a","iamb","gəmat","","a",FALSE,"","",FALSE,FALSE
"99",99,467,3665,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:17 UTC","fixed","iamb","learning",7,NA,"e","iamb","k-shel",1,"k-shol",1,"","false",1985,"New England","","","true","Male",FALSE,"iamb","e","iamb","kəshel","","e",FALSE,"","",FALSE,FALSE
"100",100,468,3666,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:20 UTC","fixed","iamb","learning",8,NA,"a","trochee","parn-k",1,"parn-kni",1,"","false",1985,"New England","","","true","Male",FALSE,"trochee","a","iamb","parnək","","a",FALSE,"","",FALSE,FALSE
"101",101,469,3667,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:30 UTC","fixed","iamb","learning",9,NA,"e","iamb","b-ndef",1,"b-ndof",1,"b-ndof","true",1985,"New England","","","true","Male",TRUE,"iamb","e","iamb","bəndef","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"102",102,470,3668,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:39 UTC","fixed","iamb","learning",10,NA,"u","iamb","s-fup",1,"s-fip",1,"s-fip","true",1985,"New England","","","true","Male",TRUE,"iamb","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"103",103,471,3669,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:46 UTC","fixed","iamb","learning",11,NA,"e","iamb","pl-zek",1,"pl-zok",1,"pl-zok","true",1985,"New England","","","true","Male",TRUE,"iamb","e","iamb","pləzek","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"104",104,472,3670,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:52 UTC","fixed","iamb","learning",12,NA,"u","iamb","dr-tup",1,"dr-tip",1,"dr-tip","true",1985,"New England","","","true","Male",TRUE,"iamb","u","iamb","drətup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"105",105,473,3671,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:06:58 UTC","fixed","iamb","learning",13,NA,"a","iamb","br-gam",1,"br-gamni",1,"br-gamni","true",1985,"New England","","","true","Male",TRUE,"iamb","a","iamb","brəgam","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"106",106,474,3672,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:07:04 UTC","fixed","iamb","learning",14,NA,"u","iamb","t-shuf",1,"t-shif",1,"t-shif","true",1985,"New England","","","true","Male",TRUE,"iamb","u","iamb","təshuf","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"107",107,475,3673,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:07:11 UTC","fixed","iamb","learning",15,NA,"a","iamb","s-bad",1,"s-badni",1,"s-badni","true",1985,"New England","","","true","Male",TRUE,"iamb","a","iamb","səbad","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"108",108,476,3674,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:07:17 UTC","fixed","iamb","learning",16,NA,"e","iamb","sm-ref",1,"sm-rof",1,"sm-rof","true",1985,"New England","","","true","Male",TRUE,"iamb","e","iamb","sməref","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"109",109,477,3675,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:07:24 UTC","fixed","iamb","testing",17,NA,"u","iamb","pl-sum",1,"pl-sim",0,"pl-sumni","false",1985,"New England","","","true","Male",TRUE,"iamb","u","iamb","pləsum","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"110",110,478,3676,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:07:29 UTC","fixed","iamb","testing",18,NA,"e","iamb","m-pek",1,"m-pok",0,"m-pekni","false",1985,"New England","","","true","Male",TRUE,"iamb","e","iamb","məpek","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"111",111,479,3677,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:07:40 UTC","fixed","iamb","testing",19,NA,"e","trochee","desh-f",1,"dosh-f",0,"desh-fo","false",1985,"New England","","","true","Male",TRUE,"trochee","e","iamb","deshəf","","e",FALSE,"","",FALSE,FALSE
"112",112,480,3678,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:07:48 UTC","fixed","iamb","testing",20,NA,"e","trochee","zedr-m",1,"zodr-m",0,"zedr-mni","false",1985,"New England","","","true","Male",TRUE,"trochee","e","iamb","zedrəm","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"113",113,481,3679,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:07:55 UTC","fixed","iamb","testing",21,NA,"a","iamb","bl-zap",1,"bl-zapni",0,"bl-zip","false",1985,"New England","","","true","Male",TRUE,"iamb","a","iamb","bləzap","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"114",114,482,3680,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:08:00 UTC","fixed","iamb","testing",22,NA,"a","iamb","br-gam",1,"br-gamni",0,"br-gamni","false",1985,"New England","","","true","Male",TRUE,"iamb","a","iamb","brəgam","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"115",115,483,3681,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:08:11 UTC","fixed","iamb","testing",23,NA,"a","trochee","stam-ch",1,"stam-chni",0,"stam-chi","false",1985,"New England","","","true","Male",TRUE,"trochee","a","iamb","staməch","","a",FALSE,"","",FALSE,FALSE
"116",116,484,3682,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:08:15 UTC","fixed","iamb","testing",24,NA,"e","iamb","t-gep",1,"t-gop",0,"t-gop","false",1985,"New England","","","true","Male",TRUE,"iamb","e","iamb","təgep","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"117",117,485,3683,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:08:22 UTC","fixed","iamb","testing",25,NA,"u","iamb","ch-mum",1,"ch-mim",0,"ch-mumni","false",1985,"New England","","","true","Male",TRUE,"iamb","u","iamb","chəmum","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"118",118,486,3684,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:08:31 UTC","fixed","iamb","testing",26,NA,"e","iamb","sk-net",1,"sk-not",0,"sk-neti","false",1985,"New England","","","true","Male",TRUE,"iamb","e","iamb","skənet","","e",FALSE,"","",FALSE,FALSE
"119",119,487,3685,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:08:46 UTC","fixed","iamb","testing",27,NA,"e","trochee","brez-l",1,"broz-l",0,"brez-lni","false",1985,"New England","","","true","Male",TRUE,"trochee","e","iamb","brezəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"120",120,488,3686,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:08:52 UTC","fixed","iamb","testing",28,NA,"e","trochee","kref-m",1,"krof-m",0,"kref-mni","false",1985,"New England","","","true","Male",TRUE,"trochee","e","iamb","krefəm","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"121",121,489,3687,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:08:59 UTC","fixed","iamb","testing",29,NA,"a","trochee","katr-f",1,"katr-fni",0,"katr-fo","false",1985,"New England","","","true","Male",TRUE,"trochee","a","iamb","katrəf","","a",FALSE,"","",FALSE,FALSE
"122",122,490,3688,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:09:11 UTC","fixed","iamb","testing",30,NA,"u","iamb","shr-tuk",1,"shr-tik",0,"shr-tok","false",1985,"New England","","","true","Male",TRUE,"iamb","u","iamb","shrətuk","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"123",123,491,3689,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:09:17 UTC","fixed","iamb","testing",31,NA,"a","iamb","r-zal",1,"r-zalni",0,"r-zel","false",1985,"New England","","","true","Male",TRUE,"iamb","a","iamb","rəzal","e","ae",FALSE,"-e","iamb",TRUE,FALSE
"124",124,492,3690,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:09:30 UTC","fixed","iamb","testing",32,NA,"u","trochee","lup-t",1,"lip-t",0,"lup-d","true",1985,"New England","","","true","Male",TRUE,"trochee","u","iamb","lupət","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"125",125,493,3691,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:09:33 UTC","fixed","iamb","testing",33,NA,"e","iamb","k-shel",1,"k-shol",0,"k-shel","true",1985,"New England","","","true","Male",TRUE,"iamb","e","iamb","kəshel","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"126",126,494,3692,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:09:39 UTC","fixed","iamb","testing",34,NA,"u","trochee","sutr-f",1,"sitr-f",0,"sut-f","true",1985,"New England","","","true","Male",TRUE,"trochee","u","iamb","sutrəf","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"127",127,495,3693,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:09:47 UTC","fixed","iamb","testing",35,NA,"a","trochee","rask-sh",1,"rask-shni",0,"rosk-sh","true",1985,"New England","","","true","Male",TRUE,"trochee","a","iamb","raskəsh","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"128",128,496,3694,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:00 UTC","fixed","iamb","testing",36,NA,"e","trochee","kef-t",1,"kof-t",0,"kef-t","true",1985,"New England","","","true","Male",TRUE,"trochee","e","iamb","kefət","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"129",129,497,3695,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:05 UTC","fixed","iamb","testing",37,NA,"e","iamb","b-ndef",1,"b-ndof",0,"bn-def","true",1985,"New England","","","true","Male",TRUE,"iamb","e","iamb","bəndef","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"130",130,498,3696,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:17 UTC","fixed","iamb","testing",38,NA,"u","trochee","zum-p",3,"zim-p",0,"zumma","true",1985,"New England","","","true","Male",TRUE,"trochee","u","iamb","zuməp","","u",FALSE,"","",FALSE,FALSE
"131",131,499,3697,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:21 UTC","fixed","iamb","testing",39,NA,"a","iamb","t-kash",1,"t-kashni",0,"t-kosh","true",1985,"New England","","","true","Male",TRUE,"iamb","a","iamb","təkash","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"132",132,500,3698,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:26 UTC","fixed","iamb","testing",40,NA,"a","trochee","fas-m",1,"fas-mni",0,"f-suf","true",1985,"New England","","","true","Male",TRUE,"trochee","a","iamb","fasəm","u","au",FALSE,"-u","iamb",FALSE,FALSE
"133",133,501,3699,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:31 UTC","fixed","iamb","testing",41,NA,"u","trochee","kush-t",1,"kish-t",0,"ku-sht","true",1985,"New England","","","true","Male",TRUE,"trochee","u","iamb","kushət","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"134",134,502,3700,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:36 UTC","fixed","iamb","testing",42,NA,"a","iamb","pr-nash",1,"pr-nashni",0,"pr-nosh","true",1985,"New England","","","true","Male",TRUE,"iamb","a","iamb","prənash","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"135",135,503,3701,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:41 UTC","fixed","iamb","testing",43,NA,"u","iamb","g-sut",1,"g-sit",0,"g-sut","true",1985,"New England","","","true","Male",TRUE,"iamb","u","iamb","gəsut","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"136",136,504,3702,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:52 UTC","fixed","iamb","testing",44,NA,"u","trochee","must-p",2,"mist-p",0,"mu-stp","true",1985,"New England","","","true","Male",TRUE,"trochee","u","iamb","mustəp","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"137",137,505,3703,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:10:58 UTC","fixed","iamb","testing",45,NA,"a","trochee","drag-t",1,"drag-tni",0,"dragot","true",1985,"New England","","","true","Male",TRUE,"trochee","a","iamb","dragət","","a",FALSE,"","",FALSE,FALSE
"138",138,506,3704,"larbed",692,"RLU691","2011-03-28 22:05:07 UTC","2011-03-28 22:11:01 UTC","fixed","iamb","testing",46,NA,"u","iamb","fr-kuf",1,"fr-kif",0,"fr-kuf","true",1985,"New England","","","true","Male",TRUE,"iamb","u","iamb","frəkuf","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"139",139,507,3705,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:13:53 UTC","fixed","trochee","learning",1,NA,"u","trochee","shund-f",1,"shind-f",1,"","false",1975,"southern","","none","true","Female",FALSE,"trochee","u","trochee","shundəf","","u",FALSE,"","",FALSE,FALSE
"140",140,508,3706,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:14:16 UTC","fixed","trochee","learning",2,NA,"a","trochee","zard-l",1,"zard-lni",1,"","false",1975,"southern","","none","true","Female",FALSE,"trochee","a","trochee","zardəl","","a",FALSE,"","",FALSE,FALSE
"141",141,509,3707,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:14:30 UTC","fixed","trochee","learning",3,NA,"e","trochee","sheb-f",1,"shob-f",1,"","false",1975,"southern","","none","true","Female",FALSE,"trochee","e","trochee","shebəf","","e",FALSE,"","",FALSE,FALSE
"142",142,510,3708,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:14:42 UTC","fixed","trochee","learning",4,NA,"a","trochee","fas-m",1,"fas-mni",1,"","false",1975,"southern","","none","true","Female",FALSE,"trochee","a","trochee","fasəm","","a",FALSE,"","",FALSE,FALSE
"143",143,511,3709,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:14:52 UTC","fixed","trochee","learning",5,NA,"e","trochee","prek-t",1,"prok-t",1,"","false",1975,"southern","","none","true","Female",FALSE,"trochee","e","trochee","prekət","","e",FALSE,"","",FALSE,FALSE
"144",144,512,3710,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:15:05 UTC","fixed","trochee","learning",6,NA,"a","iamb","b-tak",1,"b-takni",1,"","false",1975,"southern","","none","true","Female",FALSE,"iamb","a","trochee","bətak","","a",FALSE,"","",FALSE,FALSE
"145",145,513,3711,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:15:14 UTC","fixed","trochee","learning",7,NA,"e","trochee","lef-p",1,"lof-p",1,"","false",1975,"southern","","none","true","Female",FALSE,"trochee","e","trochee","lefəp","","e",FALSE,"","",FALSE,FALSE
"146",146,514,3712,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:15:22 UTC","fixed","trochee","learning",8,NA,"e","trochee","fren-p",1,"fron-p",1,"","false",1975,"southern","","none","true","Female",FALSE,"trochee","e","trochee","frenəp","","e",FALSE,"","",FALSE,FALSE
"147",147,515,3713,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:15:45 UTC","fixed","trochee","learning",9,NA,"u","trochee","fun-l",1,"fin-l",1,"fin-l","true",1975,"southern","","none","true","Female",TRUE,"trochee","u","trochee","funəl","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"148",148,516,3714,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:16:01 UTC","fixed","trochee","learning",10,NA,"u","trochee","must-p",1,"mist-p",1,"mist-p","true",1975,"southern","","none","true","Female",TRUE,"trochee","u","trochee","mustəp","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"149",149,517,3715,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:16:32 UTC","fixed","trochee","learning",11,NA,"a","trochee","past-f",1,"past-fni",1,"fast-fni","true",1975,"southern","","none","true","Female",TRUE,"trochee","a","trochee","pastəf","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"150",150,518,3716,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:16:49 UTC","fixed","trochee","learning",12,NA,"a","iamb","br-gam",1,"br-gamni",1,"br-gamni","true",1975,"southern","","none","true","Female",TRUE,"iamb","a","trochee","brəgam","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"151",151,519,3717,"larvid",693,"PWN692","2011-03-28 22:11:57 UTC","2011-03-28 22:17:09 UTC","fixed","trochee","learning",13,NA,"e","trochee","zedr-m",1,"zodr-m",1,"zodr-m","true",1975,"southern","","none","true","Female",TRUE,"trochee","e","trochee","zedrəm","o","eo",TRUE,"o-","trochee",TRUE,TRUE
